file,type_Bug,type_Dark,type_Dragon,type_Electric,type_Fairy,type_Fighting,type_Fire,type_Flying,type_Ghost,type_Grass,type_Ground,type_Ice,type_Normal,type_Poison,type_Psychic,type_Rock,type_Steel,type_Water
Beedrill_1.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_10.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_11.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_12.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_13.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_14.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_15.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_16.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_17.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_18.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_19.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_2.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_20.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_21.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_22.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_23.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_24.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_25.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_26.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_27.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_28.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_29.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_3.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_30.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_31.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_32.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_33.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_4.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_5.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_6.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_7.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_8.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beedrill_9.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bellsprout_0.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_1.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_10.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_11.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_12.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_13.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_14.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_15.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_16.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_17.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_18.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_19.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_2.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_20.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_21.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_22.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_23.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_24.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_25.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_26.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_27.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_28.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_29.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_3.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_30.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_31.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_32.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_33.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_34.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_35.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_36.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_37.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_38.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_39.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_4.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_5.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_6.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_7.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_8.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bellsprout_9.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Blastoise_0.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_10.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_11.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_12.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_13.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_14.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_15.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_16.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_17.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_18.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_19.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_20.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_21.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_22.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_23.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_24.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_25.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_26.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_27.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_28.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_29.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_3.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_30.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_31.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_32.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_33.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_34.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_35.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_36.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_37.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_38.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_39.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_4.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_40.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_41.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_5.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_6.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_7.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_8.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blastoise_9.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bulbasaur_0.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_1.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_10.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_11.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_12.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_13.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_14.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_15.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_16.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_17.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_18.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_19.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_2.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_20.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_21.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_22.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_23.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_24.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_25.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_26.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_27.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_28.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_29.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_3.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_30.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_31.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_32.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_33.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_34.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_35.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_36.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_37.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_38.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_39.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_4.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_40.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_5.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_6.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_7.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_8.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bulbasaur_9.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Butterfree_0.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_1.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_10.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_11.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_12.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_13.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_14.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_15.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_16.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_17.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_18.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_19.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_2.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_20.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_21.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_22.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_23.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_24.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_25.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_26.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_3.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_4.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_5.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_6.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_7.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_8.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Butterfree_9.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Caterpie_0.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_1.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_10.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_11.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_12.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_13.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_14.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_15.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_16.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_17.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_18.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_19.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_2.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_20.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_21.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_22.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_23.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_24.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_25.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_26.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_27.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_28.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_29.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_3.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_30.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_31.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_32.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_33.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_34.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_35.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_36.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_4.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_5.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_6.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_7.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_8.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpie_9.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chansey_0.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_10.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_11.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_12.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_13.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_14.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_15.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_16.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_17.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_18.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_19.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_20.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_21.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_22.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_23.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_24.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_25.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_26.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_27.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_28.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_29.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_3.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_30.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_31.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_32.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_33.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_34.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_35.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_36.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_37.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_38.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_39.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_4.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_40.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_41.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_42.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_5.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_6.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_7.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_8.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chansey_9.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Charizard_0.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_1.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_10.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_11.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_12.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_13.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_14.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_15.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_16.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_17.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_18.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_19.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_2.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_20.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_21.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_22.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_23.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_24.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_25.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_26.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_27.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_28.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_29.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_3.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_30.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Charizard_31.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
